,Country Name,Country Code,Continent,Year,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,pol_gen,exl_gen,cddrst_soc,hogrst_soc,hosrst_soc,just_pbadm,free_acexp,free_rel,pow_sxo,exl_eco,exl_geo,exl_pol,exl_soc,labour_share,Income Classification (World Bank Definition),power_soec,power_f,suffrage_f,dmr_f,"Compulsory education, duration (years) - SE.COM.DURS","School enrollment, secondary (% gross) - SE.SEC.ENRR",domestic_movement,slave,suffrage,minwage,si02,si03,si05,si07,fiscal,tariff,ODA,No. of Refugees (No of Accepted Applications)
3006,Eritrea,ERI,Africa,2011,2065001626.0,642.5082587999999,69.375,22.0,0.175,0.736,1.0,,1.0,-2.479,-2.64,-1.9340000000000002,-1.77,0.562,0.602,0.9329999999999999,0.818,0.6983594470000001,Low income,1.6280000000000001,-0.42100000000000004,0.0,-1.8869999999999998,8.0,55.62369156,0.042,0.026000000000000002,0.0,,,,,,2.0,,,0.0
3007,Spain,ESP,Europe,2011,1478770000000.0,31636.446310000003,97.5,36.0,0.951,0.047,1.0,1.0,1.0,3.065,3.1639999999999997,2.125,2.129,0.068,0.1,0.025,0.040999999999999995,0.827478242,High income,1.275,2.211,100.0,2.625,10.0,120.93325039999999,0.948,0.902,100.0,1.0,6.01,5.92,12.11,56.85,,,,329.0
3008,Estonia,EST,Europe,2011,23394844085.0,17624.04456,91.25,19.8019802,0.927,0.043,1.0,1.0,1.0,2.7969999999999997,2.622,1.965,2.292,0.046,0.07400000000000001,0.025,0.154,0.7792363590000001,High income,1.757,1.765,100.0,2.279,9.0,107.36882779999999,0.9279999999999999,0.93,100.0,,4.05,8.92,18.61,43.72,,,,0.0
3009,Ethiopia,ETH,Africa,2011,31952763089.0,354.47957189999994,65.625,27.78793419,0.601,0.722,1.0,1.0,1.0,-0.12300000000000001,-0.396,1.4340000000000002,-1.3330000000000002,0.6890000000000001,0.845,0.877,0.902,0.7455826999999999,Low income,1.203,0.588,100.0,0.172,8.0,36.00415039,0.642,0.578,100.0,0.0,,,,,4.0,,,260.0
3012,Finland,FIN,Europe,2011,275244000000.0,51081.99767,97.5,42.5,0.95,0.063,1.0,1.0,1.0,3.097,3.0810000000000004,2.8,1.946,0.016,0.05,0.021,0.026000000000000002,0.817296653,High income,2.3040000000000003,2.5869999999999997,100.0,2.44,9.0,108.0977707,0.9279999999999999,0.8959999999999999,100.0,2.0,,4.35,14.19,,,,,168.0
3013,Fiji,FJI,Oceania,2011,3774530616.0,4371.447385,74.375,,0.54,0.5660000000000001,1.0,1.0,1.0,-0.353,-0.774,0.917,0.711,0.545,0.522,0.759,0.7120000000000001,0.848589345,Lower-middle income,0.725,-0.18899999999999997,0.0,1.43,,91.31902313,0.8,0.841,0.0,,3.86,9.52,16.54,41.18,,,,5.0
3014,France,FRA,Europe,2011,2861410000000.0,43790.72602,97.5,18.89081456,0.94,0.07,1.0,1.0,1.0,2.787,3.083,2.102,2.5469999999999997,0.059000000000000004,0.084,0.038,0.096,0.84808189,High income,1.23,2.5,100.0,2.406,10.0,106.6106415,0.9329999999999999,0.873,100.0,2.0,4.29,4.75,12.32,59.02,,,,8172.0
3015,Faroe Islands,FRO,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,"Micronesia, Fed. Sts.",FSM,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
3017,Gabon,GAB,Africa,2011,18210308748.0,10809.68495,51.25,14.16666667,0.742,0.436,1.0,1.0,1.0,1.5659999999999998,1.88,2.224,1.6030000000000002,0.527,0.5539999999999999,0.5529999999999999,0.425,0.47678131799999995,Upper-middle income,0.991,1.27,100.0,2.031,10.0,,0.9009999999999999,0.731,100.0,,2.78,10.5,12.86,120.38,,,,0.0
3018,United Kingdom,GBR,Europe,2011,2659880000000.0,42047.61425,95.0,22.30769231,0.9129999999999999,0.12,1.0,1.0,1.0,3.358,2.7539999999999996,2.3569999999999998,2.642,0.168,0.111,0.076,0.109,0.848079613,High income,0.691,1.624,100.0,2.035,11.0,93.76583099,0.893,0.7959999999999999,100.0,3.0,3.96,5.1,15.73,37.36,,,,8240.0
3019,Georgia,GEO,Asia,2011,15107441447.0,4021.7433060000003,70.0,6.569343066,0.7859999999999999,0.11199999999999999,0.0,1.0,1.0,1.392,1.003,1.229,0.9840000000000001,0.16899999999999998,0.237,0.273,0.18600000000000003,0.834351485,Lower-middle income,1.676,1.236,100.0,1.607,9.0,,0.843,0.866,100.0,,4.53,16.6,17.14,70.87,4.5,,,21.0
3020,Ghana,GHA,Africa,2011,39337314810.0,1549.4627189999999,75.0,8.260869565,0.835,0.08199999999999999,1.0,,1.0,-0.841,2.228,2.37,0.556,0.161,0.331,0.171,0.18,0.787420315,Lower-middle income,0.86,1.39,100.0,1.9369999999999998,11.0,55.57075882,0.9309999999999999,0.852,100.0,,14.15,13.75,17.41,76.22,3.5,,,5.0
3021,Gibraltar,GIB,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,Guinea,GIN,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,0.772,0.5329999999999999,100.0,,,,,,3.0,,,205.0
3023,"Gambia, The",GMB,Africa,2011,1409694554.0,762.7631177000001,71.875,7.547169811,0.5870000000000001,0.488,0.0,,0.0,-0.92,-0.5379999999999999,0.884,-1.8159999999999998,0.475,0.386,0.506,0.505,0.7560723509999999,Low income,0.002,0.341,100.0,1.225,9.0,,,,,,,,,,3.5,,,0.0
3024,Guinea-Bissau,GNB,Africa,2011,1099818652.0,703.6605672999999,40.0,10.0,0.66,0.48100000000000004,1.0,1.0,1.0,-0.838,0.527,1.567,-0.639,0.598,0.7040000000000001,0.39899999999999997,0.522,0.9463198740000001,Low income,-0.445,0.723,100.0,1.196,9.0,,0.782,0.703,100.0,,,,,,3.0,,,13.0
3025,Equatorial Guinea,GNQ,Africa,2011,21357343682.0,21641.6939,46.25,10.0,0.446,0.636,1.0,,1.0,-1.268,-1.8259999999999998,0.485,-0.852,0.741,0.728,0.878,0.813,0.14615677300000002,High income,-1.415,0.337,100.0,-0.39299999999999996,6.0,,0.273,0.737,100.0,,4.42,13.32,18.2,124.81,,,,
3026,Greece,GRC,Europe,2011,282626000000.0,25450.53412,97.5,18.66666667,0.932,0.055999999999999994,1.0,1.0,1.0,1.46,2.92,1.115,1.454,0.1,0.06,0.028999999999999998,0.038,0.792205954,High income,1.8769999999999998,1.963,100.0,2.119,10.0,103.18357850000001,0.8959999999999999,0.919,100.0,1.0,14.43,5.73,10.27,45.8,,,,191.0
3027,Grenada,GRD,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37,10.17,13.56,28.35,3.0,,,5.0
3028,Greenland,GRL,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,Guatemala,GTM,North America,2011,46876114650.0,3228.045741,70.625,13.29113924,0.669,0.536,1.0,,1.0,-0.218,1.608,1.5519999999999998,-0.052000000000000005,0.8490000000000001,0.672,0.413,0.812,0.841065015,Lower-middle income,0.044000000000000004,1.033,100.0,0.6759999999999999,16.0,52.81829834,0.7829999999999999,0.503,100.0,3.0,1.61,6.6,15.34,73.35,,,,5.0
3030,Guam,GUM,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,Guyana,GUY,South America,2011,3691384743.0,4908.567014,86.875,31.34328358,0.877,0.414,0.0,,0.0,-0.242,0.517,2.464,0.978,0.506,0.445,0.615,0.585,0.90380124,Lower-middle income,0.75,1.162,100.0,1.734,6.0,97.29608154,0.897,0.685,100.0,,,,,,3.5,,,
3033,"Hong Kong SAR, China",HKG,Asia,2011,248514000000.0,35142.48793,86.875,,0.9259999999999999,0.065,0.0,,0.0,2.07,1.13,1.138,0.8809999999999999,0.127,0.065,0.129,0.106,,High income,0.163,2.427,100.0,2.244,9.0,86.59143066,,,,,0.69,8.16,15.82,,,,,31.0
3034,Honduras,HND,North America,2011,17710315006.0,2088.3155469999997,69.375,19.53125,0.725,0.38,1.0,,1.0,-0.14800000000000002,1.4180000000000001,1.7469999999999999,0.384,0.604,0.38,0.305,0.47700000000000004,0.88592205,Lower-middle income,-1.462,0.8759999999999999,100.0,1.216,12.0,65.23800659,0.8320000000000001,0.767,100.0,3.0,2.94,10.51,15.25,135.14,3.5,,,5.0
3036,Croatia,HRV,Europe,2011,62537851352.0,14609.52435,93.75,23.8410596,0.922,0.14300000000000002,1.0,1.0,1.0,1.219,1.643,1.943,0.789,0.151,0.134,0.16899999999999998,0.175,0.797302035,High income,1.252,1.6269999999999998,100.0,2.147,8.0,99.19125366,0.9159999999999999,0.883,100.0,,12.27,13.56,20.47,41.33,,,,5.0
3037,Haiti,HTI,North America,2011,13008748132.0,1287.954058,61.25,4.210526316,0.527,0.564,1.0,1.0,1.0,-0.7440000000000001,1.5530000000000002,1.869,-0.654,0.917,0.871,0.33,0.637,0.952446323,Low income,-0.938,0.344,100.0,1.6440000000000001,6.0,,0.85,0.583,100.0,1.0,,,,,3.5,,,
3038,Hungary,HUN,Europe,2011,141760000000.0,14216.16561,93.75,8.808290155,0.862,0.05,1.0,1.0,1.0,2.042,1.6380000000000001,1.505,0.988,0.113,0.095,0.203,0.127,0.769025113,High income,0.762,1.574,100.0,2.3890000000000002,13.0,96.79927063,0.929,0.816,100.0,3.0,13.68,,13.82,45.8,,,,43.0
3043,Indonesia,IDN,Asia,2011,892969000000.0,3643.0471759999996,64.375,18.21428571,0.7340000000000001,0.42,1.0,,1.0,0.39899999999999997,1.131,-0.366,0.111,0.6,0.363,0.364,0.506,0.7413549629999999,Lower-middle income,0.005,1.402,100.0,0.882,9.0,79.11447906,0.769,0.695,100.0,1.0,2.14,10.99,16.08,60.67,,,,639.0
3045,Isle of Man,IMN,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,India,IND,Asia,2011,1823050000000.0,1458.104066,62.5,11.00917431,0.6890000000000001,0.34299999999999997,1.0,1.0,1.0,0.619,1.1740000000000002,0.9540000000000001,0.392,0.297,0.307,0.221,0.431,0.863223718,Lower-middle income,1.494,1.29,100.0,0.483,8.0,66.2507019,0.701,0.6409999999999999,100.0,1.0,2.67,6.7,13.05,35.78,3.5,,,3336.0
3048,Ireland,IRL,Europe,2011,237645000000.0,51886.50849,95.0,15.06024096,0.9009999999999999,0.095,1.0,1.0,1.0,2.059,2.55,2.148,2.1719999999999997,0.073,0.069,0.033,0.038,0.671362747,High income,1.344,1.2229999999999999,100.0,2.0540000000000003,10.0,115.83373259999999,0.9079999999999999,0.914,100.0,,16.12,6.44,18.92,44.47,,,,97.0
3049,"Iran, Islamic Rep.",IRN,Asia,2011,580765000000.0,7781.405801000001,28.75,2.75862069,0.39,0.812,0.0,0.0,1.0,0.5660000000000001,-1.5659999999999998,-1.662,-2.03,0.408,0.442,0.8029999999999999,0.665,0.796838652,Upper-middle income,0.8809999999999999,-0.19,100.0,-0.6629999999999999,8.0,82.99124908,,,,,,,,,,,,105.0
3050,Iraq,IRQ,Asia,2011,185750000000.0,6045.494567,33.125,25.23076923,0.589,0.86,1.0,1.0,1.0,-1.819,0.061,-0.557,-1.1740000000000002,0.8109999999999999,0.7829999999999999,0.875,0.855,0.757991925,Lower-middle income,1.036,-0.21899999999999997,100.0,-0.9309999999999999,6.0,,0.434,0.644,100.0,,,,,,,,,25.0
3051,Iceland,ISL,Europe,2011,15221622926.0,47714.59223,94.375,39.68253968,0.927,0.081,1.0,1.0,1.0,2.06,2.1830000000000003,2.13,2.265,0.032,0.098,0.066,0.07200000000000001,0.673353877,High income,1.9780000000000002,2.33,100.0,2.303,10.0,106.6503067,0.935,0.866,100.0,,,,,,,,,0.0
3052,Israel,ISR,Asia,2011,261014000000.0,33610.69403,77.5,20.0,0.884,0.11800000000000001,1.0,1.0,1.0,1.709,2.229,1.535,1.3659999999999999,0.159,0.1,0.293,0.314,0.850283893,High income,0.759,1.77,100.0,0.971,13.0,102.858223,0.7290000000000001,0.7959999999999999,100.0,,3.42,6.33,14.02,44.35,,,,107.0
3053,Italy,ITA,Europe,2011,2291990000000.0,38599.062210000004,89.375,21.58730159,0.927,0.055,1.0,1.0,1.0,1.2790000000000001,2.992,2.182,2.151,0.055999999999999994,0.066,0.024,0.034,0.819475652,High income,1.4609999999999999,2.559,100.0,2.563,12.0,103.3315735,0.951,0.7759999999999999,100.0,2.0,11.74,5.45,12.69,40.2,,,,1785.0
3054,Jamaica,JAM,North America,2011,14444655300.0,5111.465987,61.875,12.698412699999999,0.893,0.062,1.0,1.0,1.0,0.976,2.775,1.715,0.475,0.251,0.076,0.13,0.124,0.8833390090000001,Upper-middle income,1.608,2.841,100.0,2.455,6.0,91.62792206,0.919,0.768,100.0,,,,,,,,,
3055,Jordan,JOR,Asia,2011,29524149155.0,3852.890025,31.875,10.83333333,0.625,0.36200000000000004,1.0,1.0,1.0,-0.008,0.915,0.042,-1.6159999999999999,0.41700000000000004,0.307,0.348,0.488,0.9050738159999999,Upper-middle income,0.06,-0.11,100.0,-0.29600000000000004,10.0,77.60733795,0.631,0.743,100.0,,,,,,,,,371.0
3056,Japan,JPN,Asia,2011,6157460000000.0,48167.99727,81.875,10.83333333,0.823,0.138,1.0,1.0,1.0,2.17,2.611,2.221,0.562,0.018000000000000002,0.035,0.036000000000000004,0.03,0.7907124040000001,High income,1.406,1.179,100.0,2.325,9.0,,0.9329999999999999,0.878,100.0,3.0,2.45,,14.24,,,,,22.0
3057,Kazakhstan,KAZ,Asia,2011,192627000000.0,11634.0012,72.5,17.75700935,0.8140000000000001,0.257,1.0,1.0,0.0,-0.603,-0.298,-0.8959999999999999,-1.058,0.41600000000000004,0.24600000000000002,0.22,0.327,0.616351809,Upper-middle income,-1.06,0.88,100.0,1.651,9.0,99.90897369,0.847,0.742,100.0,,20.67,10.98,17.53,51.45,,,,27.0
3058,Kenya,KEN,Africa,2011,41953433591.0,971.6330365,75.625,9.821428571,0.669,0.48,1.0,1.0,1.0,0.7959999999999999,2.164,1.7469999999999999,-0.8340000000000001,0.5579999999999999,0.424,0.473,0.561,0.857532886,Low income,0.545,1.087,100.0,0.55,8.0,,0.611,0.68,100.0,,4.42,14.28,19.44,15.98,4.0,,,5164.0
3059,Kyrgyz Republic,KGZ,Asia,2011,6197766119.0,1123.883168,76.875,23.33333333,0.8009999999999999,0.305,1.0,1.0,0.0,0.3,1.058,1.022,-1.4340000000000002,0.41100000000000003,0.33799999999999997,0.191,0.368,0.732943687,Low income,0.382,0.7070000000000001,100.0,0.33799999999999997,9.0,87.50063324,,,,,10.2,20.1,30.3,61.6,4.0,,,145.0
3060,Cambodia,KHM,Asia,2011,12829541141.0,882.275614,75.0,20.32520325,0.595,0.524,1.0,1.0,1.0,-1.042,-0.401,0.212,-0.18100000000000002,0.773,0.593,0.501,0.626,0.862720837,Low income,-1.474,0.613,100.0,1.4680000000000002,,,0.836,0.494,100.0,,2.29,17.33,25.15,52.23,3.5,,,5.0
3061,Kiribati,KIR,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
3062,St. Kitts and Nevis,KNA,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,"Korea, Rep.",KOR,Asia,2011,1253220000000.0,25096.263880000002,85.0,14.71571906,0.879,0.157,1.0,,1.0,1.96,1.499,2.645,-0.182,0.102,0.11800000000000001,0.075,0.046,0.820454509,High income,0.696,1.608,100.0,2.522,9.0,96.8976593,,,,,0.48,8.11,13.97,38.73,,,,42.0
3064,Kuwait,KWT,Asia,2011,154068000000.0,48631.7834,29.375,7.692307692000001,0.456,0.5379999999999999,0.0,0.0,1.0,-0.242,0.465,-0.24600000000000002,-2.1180000000000003,0.212,0.251,0.22899999999999998,0.377,0.861632526,High income,0.235,-0.879,100.0,-0.201,9.0,97.0526123,0.5670000000000001,0.276,100.0,,7.3,12.4,18.5,29.5,,,,5.0
3066,Lao PDR,LAO,Asia,2011,8749241114.0,1378.362016,83.125,25.0,0.48100000000000004,0.389,1.0,1.0,1.0,-1.564,-3.03,-1.113,0.113,0.595,0.68,0.493,0.596,0.735116227,Lower-middle income,0.111,0.452,100.0,-0.545,5.0,45.77708817,,,,,,,,,4.0,,,
3067,Lebanon,LBN,Asia,2011,39927125961.0,7675.308940000001,50.0,3.125,0.516,0.574,1.0,1.0,1.0,-0.63,0.898,1.22,-1.662,0.455,0.177,0.588,0.35700000000000004,0.809900066,Upper-middle income,-0.609,-0.799,100.0,-0.067,9.0,,0.5920000000000001,0.7090000000000001,100.0,,3.76,,11.64,62.01,,,,529.0
3068,Liberia,LBR,Africa,2011,2398000000.0,596.8966353,66.25,9.589041096,0.862,0.38,0.0,,0.0,-0.871,2.713,1.561,0.539,0.664,0.818,0.544,0.495,0.7141494420000001,Low income,0.581,2.33,100.0,1.902,6.0,46.35525894,0.909,0.903,100.0,1.0,,,,,3.5,,,10.0
3069,Libya,LBY,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,0.19899999999999998,0.525,0.0,3.0,,,,,,,,0.0
3070,St. Lucia,LCA,North America,2011,1576988407.0,8983.743733,83.75,16.66666667,,,,,,,,,,,,,,0.840980605,Upper-middle income,,,,,10.0,92.79428864,,,,,,,,,3.5,,,
3074,Liechtenstein,LIE,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3075,Sri Lanka,LKA,Asia,2011,65292753005.0,3200.861132,65.625,5.777777778,0.653,0.259,1.0,,1.0,-0.9790000000000001,-0.594,0.655,-1.581,0.391,0.275,0.478,0.523,0.925172832,Lower-middle income,0.882,0.731,100.0,0.42700000000000005,9.0,98.97299194,0.581,0.8859999999999999,100.0,,3.82,8.72,16.03,57.09,3.0,,,22.0
3078,Lesotho,LSO,Africa,2011,2579421686.0,1287.269536,78.125,24.16666667,0.83,0.35700000000000004,0.0,1.0,1.0,-0.086,1.206,2.065,1.19,0.325,0.491,0.5710000000000001,0.23199999999999998,1.071904797,Lower-middle income,1.3,1.578,100.0,1.7690000000000001,7.0,59.76092148,0.894,0.8809999999999999,100.0,,2.1,10.11,15.77,69.56,3.0,,,5.0
3080,Lithuania,LTU,Europe,2011,43535051482.0,14376.94786,91.25,19.14893617,0.934,0.03,1.0,1.0,1.0,1.268,3.139,2.574,1.166,0.055,0.08199999999999999,0.031,0.025,0.83806423,Upper-middle income,0.826,1.53,100.0,2.49,10.0,106.0081635,0.9359999999999999,0.894,100.0,,18.84,10.78,14.24,36.19,,,,5.0
3081,Luxembourg,LUX,Europe,2011,60004630234.0,115761.5077,100.0,25.0,0.885,0.083,1.0,1.0,1.0,3.275,2.727,1.5530000000000002,2.33,0.034,0.047,0.02,0.08199999999999999,0.571749591,High income,1.723,2.204,100.0,2.075,12.0,101.0224609,0.9009999999999999,0.915,100.0,,0.38,5.0,16.35,27.02,,,,25.0
3082,Latvia,LVA,Europe,2011,28374734038.0,13776.088780000002,97.5,23.0,0.953,0.027999999999999997,1.0,1.0,1.0,2.065,2.676,2.169,1.7480000000000002,0.045,0.075,0.025,0.048,0.762373423,Upper-middle income,0.836,2.0580000000000003,100.0,2.465,11.0,105.5657883,0.934,0.948,100.0,,14.05,9.93,16.53,66.08,,,,5.0
3083,"Macao SAR, China",MAC,Asia,2011,36845925519.0,66891.28197000001,,,,,,,,,,,,,,,,,High income,,,,,10.0,91.32930756,,,,,0.34,4.0,14.08,83.69,,,,0.0
3085,Morocco,MAR,Africa,2011,101370000000.0,3046.947854,73.125,16.96202532,0.7440000000000001,0.364,1.0,1.0,1.0,-0.247,0.7909999999999999,-1.3869999999999998,-1.4040000000000001,0.326,0.243,0.313,0.34700000000000003,0.8687779590000001,Lower-middle income,-0.3,0.39899999999999997,100.0,-0.915,9.0,66.51796722,0.5670000000000001,0.843,100.0,1.0,4.8,8.1,11.7,68.7,,,,45.0
3086,Monaco,MCO,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,Moldova,MDA,Europe,2011,8414360656.0,2942.255949,78.75,19.8019802,0.88,0.098,1.0,1.0,0.0,0.927,1.3030000000000002,1.117,-0.593,0.196,0.188,0.157,0.175,0.9558898859999999,Lower-middle income,0.34600000000000003,0.8420000000000001,100.0,1.824,9.0,87.71936798,0.865,0.7390000000000001,100.0,,10.66,15.84,30.42,38.26,3.5,,,0.0
3088,Madagascar,MDG,Africa,2011,11551821062.0,531.2654985,65.625,12.5,0.784,0.58,1.0,1.0,1.0,-1.3,1.024,-0.171,-1.379,0.8759999999999999,0.757,0.653,0.733,0.844572806,Low income,-0.157,1.402,0.0,0.628,5.0,36.74787903,0.645,0.562,0.0,1.0,10.69,9.44,16.02,61.54,3.0,,,
3089,Maldives,MDV,Asia,2011,2774351760.0,7291.465967,61.875,6.493506494,0.652,0.305,0.0,,0.0,-0.34600000000000003,0.6509999999999999,-2.714,-1.262,0.193,0.36700000000000005,0.45899999999999996,0.231,0.7881403920000001,Upper-middle income,0.946,1.271,100.0,-0.41100000000000003,7.0,,0.616,0.627,100.0,,,,,,2.0,,,
3091,Mexico,MEX,North America,2011,1180490000000.0,10203.4213,77.5,26.2,0.754,0.524,1.0,,1.0,0.052000000000000005,2.015,1.3259999999999998,0.634,0.7090000000000001,0.515,0.28800000000000003,0.484,0.7741107509999999,Upper-middle income,0.159,0.68,100.0,0.733,11.0,88.19017792,0.746,0.5670000000000001,100.0,3.0,2.12,9.92,15.67,189.62,,,,244.0
3092,Marshall Islands,MHL,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
3094,North Macedonia,MKD,Europe,2011,10494822519.0,5063.885906,82.5,30.89430894,0.883,0.155,1.0,1.0,1.0,0.706,0.882,1.255,0.402,0.231,0.204,0.32899999999999996,0.13699999999999998,0.777533555,Upper-middle income,-0.535,0.9129999999999999,100.0,1.3880000000000001,13.0,,0.875,0.841,100.0,,9.52,11.05,16.78,103.98,,,,0.0
3095,Mali,MLI,Africa,2011,12995113407.0,837.605821,49.375,10.20408163,0.7140000000000001,0.63,1.0,1.0,1.0,-0.312,2.556,0.085,1.36,0.637,0.715,0.593,0.39799999999999996,0.828542227,Low income,1.1,1.054,100.0,0.857,9.0,41.2325592,0.813,0.627,100.0,,,,,,4.0,,,42.0
3096,Malta,MLT,Europe,2011,9638916481.0,23155.554790000002,77.5,8.695652174,0.85,0.11699999999999999,1.0,1.0,1.0,1.965,1.8619999999999999,1.943,1.046,0.11800000000000001,0.085,0.37,0.161,,High income,1.3530000000000002,1.6740000000000002,100.0,1.186,11.0,93.30612183,0.762,0.888,100.0,,7.09,7.32,15.48,26.44,,,,59.0
3097,Myanmar,MMR,Asia,2011,54148124619.0,1061.923411,53.75,3.544303797,0.47200000000000003,0.499,1.0,1.0,1.0,-0.636,-0.845,-0.588,-0.847,0.575,0.66,0.627,0.733,1.056775231,Low income,1.022,1.022,100.0,-0.718,5.0,,,,,,,,,,,,,
3099,Montenegro,MNE,Europe,2011,4544516982.0,7328.932252,76.25,12.34567901,0.7909999999999999,0.354,1.0,1.0,1.0,0.445,0.129,1.474,-0.4,0.20600000000000002,0.275,0.541,0.34700000000000003,0.8625003920000001,Upper-middle income,0.146,0.446,100.0,1.431,9.0,93.381073,0.843,0.8690000000000001,100.0,1.0,,,,,,,,0.0
3100,Mongolia,MNG,Asia,2011,10409797649.0,3757.565415,80.0,3.947368421,0.816,0.201,1.0,1.0,1.0,1.067,1.771,2.164,0.27699999999999997,0.297,0.318,0.223,0.249,0.68741678,Lower-middle income,1.163,1.4769999999999999,100.0,2.392,12.0,,0.9329999999999999,0.782,100.0,,,,,,3.0,,,
3102,Mozambique,MOZ,Africa,2011,14381552433.0,594.5861471,79.375,39.2,0.81,0.289,1.0,,1.0,-0.584,1.074,1.732,-0.701,0.5,0.642,0.529,0.43700000000000006,0.8153431390000001,Low income,0.573,1.187,100.0,1.35,,25.9967308,0.825,0.794,100.0,,2.62,9.04,17.1,162.5,4.5,,,124.0
3103,Mauritania,MRT,Africa,2011,6764635687.0,1879.7724719999999,41.875,22.10526316,0.653,0.8290000000000001,1.0,1.0,0.0,1.137,1.683,-1.9480000000000002,-1.1420000000000001,0.7879999999999999,0.948,0.884,0.924,0.79480347,Low income,0.121,-0.342,100.0,1.416,9.0,22.90337944,0.79,0.34299999999999997,100.0,,39.2,18.5,35.2,31.2,3.5,,,43.0
3104,Mauritius,MUS,Africa,2011,11518413430.0,9197.042991,86.25,18.84057971,0.823,0.1,0.0,1.0,1.0,1.71,1.6840000000000002,1.963,-0.091,0.085,0.037000000000000005,0.11800000000000001,0.14800000000000002,0.816711115,Upper-middle income,0.6559999999999999,1.173,100.0,0.973,11.0,90.92369079999999,0.828,0.884,100.0,,2.81,7.25,15.66,41.46,,,,
3105,Malawi,MWI,Africa,2011,8004000737.0,534.9510502,62.5,22.27979275,0.772,0.52,0.0,,1.0,-0.716,0.131,1.9280000000000002,-0.682,0.603,0.6829999999999999,0.47700000000000004,0.44799999999999995,0.8161884559999999,Low income,0.451,1.002,100.0,1.4240000000000002,8.0,35.08737183,0.8759999999999999,0.72,100.0,,,,,,3.5,,,587.0
3106,Malaysia,MYS,Asia,2011,297952000000.0,10399.37021,46.875,10.40723982,0.685,0.43799999999999994,1.0,1.0,1.0,-0.373,-0.38299999999999995,-0.511,-0.655,0.433,0.287,0.509,0.522,0.743096203,Upper-middle income,0.534,0.602,100.0,1.131,6.0,77.47145844,0.7390000000000001,0.6,100.0,,2.68,8.89,15.46,31.98,,,,11734.0
3108,Namibia,NAM,Africa,2011,12523402327.0,5806.748245000001,86.25,24.35897436,0.8320000000000001,0.306,1.0,,1.0,1.41,1.694,2.3480000000000003,0.7909999999999999,0.41600000000000004,0.451,0.21600000000000003,0.332,0.83931106,Upper-middle income,0.804,1.042,100.0,1.578,7.0,,0.856,0.644,100.0,,1.49,7.79,14.02,49.32,,,,116.0
3109,New Caledonia,NCL,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,Niger,NER,Africa,2011,8772951262.0,512.595335,56.25,13.27433628,0.6859999999999999,0.23199999999999998,1.0,1.0,1.0,1.021,2.5789999999999997,0.539,0.616,0.276,0.40700000000000003,0.24600000000000002,0.165,0.9561625859999999,Low income,1.755,1.354,100.0,1.443,,13.88327026,0.8320000000000001,0.62,100.0,,,,,,3.5,,,5.0
3111,Nigeria,NGA,Africa,2011,404994000000.0,2487.5980170000003,56.875,6.818181817999999,0.674,0.6609999999999999,1.0,,1.0,-0.9890000000000001,2.127,1.6380000000000001,-0.638,0.6459999999999999,0.685,0.716,0.638,0.739968987,Lower-middle income,0.34700000000000003,0.541,100.0,1.068,9.0,45.55653,0.7609999999999999,0.755,100.0,,5.77,10.62,17.91,64.57,4.0,,,36.0
3112,Nicaragua,NIC,North America,2011,9774351931.0,1655.8180550000002,72.5,40.217391299999996,0.818,0.418,1.0,,1.0,-0.711,0.662,2.073,0.693,0.5670000000000001,0.7909999999999999,0.784,0.631,0.892465556,Lower-middle income,-0.106,1.1340000000000001,100.0,1.679,7.0,,0.8590000000000001,0.804,100.0,3.0,,,,,4.0,,,10.0
3113,Netherlands,NLD,Europe,2011,904086000000.0,54159.34661,95.0,40.66666667,0.9390000000000001,0.035,1.0,1.0,1.0,2.536,2.245,2.408,3.214,0.02,0.053,0.019,0.021,0.8368462729999999,High income,1.9709999999999999,2.707,100.0,1.835,13.0,128.1791229,0.885,0.863,100.0,2.0,2.71,4.28,13.48,,,,,813.0
